,Altitude,Latitude,Longitude,Injury.Severity,Aircraft.Damage,Number.of.Engines,Engine.Type,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Total.Passengers
6218,0.0,65.31666700000001,-166.45,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,UNKNOWN,0,0,0,2,VMC,TAXI,2
6219,695.7,27.180834,-80.221111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,APPROACH,2
6220,5.7,29.033333000000002,-81.033333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6221,988.6,44.286944,-120.90388899999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6222,11814.199999999999,35.686665999999995,-117.697777,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,CRUISE,2
6223,1709.8,40.481945,-111.42888899999998,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6224,1116.8,36.58,-117.998333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6225,125.7,37.830556,-87.005556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6226,12307.699999999999,36.043611,-95.985277,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CRUISE,2
6227,218.2,34.359722,-84.916667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6228,426.0,34.885833,-82.2175,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,0,2,0,VMC,APPROACH,2
6229,380.7,33.254444,-97.580556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CLIMB,2
6230,87.6,36.06,-78.783889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6231,355.2,42.426667,-73.292777,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6232,210.2,46.121945000000004,-89.882223,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
6233,21.1,38.6675,-121.40055600000001,NON-FATAL,SUBSTANTIAL,2,TURBO JET,POSITIONING,0,0,0,2,VMC,LANDING,2
6234,248.3,29.572778000000003,-98.46305600000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6235,21.6,58.732778,-157.02,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6236,512.3,41.071389,-87.846389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
6237,10273.6,47.436665999999995,-117.780556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,1,0,1,VMC,MANEUVERING,2
6238,249.2,39.072778,-93.6775,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6239,12249.599999999999,31.465,-97.475278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,CRUISE,2
6240,685.7,41.723889,-71.42805600000001,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
6241,196.7,32.968334000000006,-96.836389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6242,59.0,60.0,-161.166667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6243,241.1,29.024167,-99.526945,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6244,48.7,32.572223,-81.664167,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6245,7.8,40.8825,-72.385,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6246,11307.199999999999,38.052778,-103.236944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CRUISE,2
6247,270.4,35.469722999999995,-98.00361099999999,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PERSONAL,0,0,0,2,VMC,DESCENT,2
6248,372.6,40.705278,-94.223611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,LANDING,2
6249,677.5,38.257778,-122.605278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,DESCENT,2
6250,1343.0,39.509166,-119.76888899999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6251,30.4,61.25833299999999,-150.0,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6252,199.7,46.009167,-83.743889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6253,329.1,66.81277800000001,-150.643889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,2,VMC,LANDING,2
6254,990.6,41.263056,-122.271945,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6255,12308.0,40.604721999999995,-90.2875,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CRUISE,2
6256,625.7,64.113333,-147.605,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6257,545.1,60.750556,-158.862222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6258,1527.6,44.889722,-116.10138899999998,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6259,8.9,29.607221999999997,-95.158611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6260,978.4,32.640277000000005,-110.647222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6261,285.4,42.377778,-89.563889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6262,1285.2,42.583056,-121.87611100000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6263,84.8,37.081389,-121.59666599999998,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6264,199.3,46.009444,-83.743889,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6265,76.8,38.653333,-122.899166,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6266,2048.4,38.865556,-107.822778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6267,123.0,47.432223,-122.667778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6268,649.5,68.546111,-148.096944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6269,350.9,45.163610999999996,-70.450556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
6270,1937.9,38.141944,-111.17444499999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6271,360.4,37.32,-93.419723,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6272,693.4,56.361667000000004,-160.188333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
6273,1550.6,43.893889,-116.102222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6274,78.7,42.460278,-71.517778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6275,364.1,36.454444,-82.893333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6276,49.2,59.281110999999996,-158.597222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6277,40.0,38.315278,-76.55,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6278,1054.1,45.673056,-108.87,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6279,479.8,42.467778,-85.648055,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,APPROACH,2
6280,34.5,57.566945,-154.450278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,2,VMC,LANDING,2
6281,129.0,45.316389,-122.605278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6282,330.5,30.783610999999997,-98.65722199999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,TAKEOFF,2
6283,12478.9,33.060833,-80.223611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,0,0,VMC,CRUISE,2
6284,197.2,32.82,-85.238056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6285,87.7,36.06,-78.783333,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6286,12469.0,29.374445,-82.520556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CRUISE,2
6287,198.1,41.351944,-89.153056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,LANDING,2
6288,195.9,45.816666999999995,-119.26527800000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6289,463.7,42.05,-75.30111099999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
6290,11459.199999999999,39.760833,-101.795833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,GO-AROUND,2
6291,445.8,33.688333,-112.0825,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6292,11000.699999999999,44.912222,-115.485555,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,GO-AROUND,2
6293,260.9,43.139722,-89.3375,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6294,40.2,61.213611,-149.84444399999998,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6295,217.9,33.892777,-97.16888900000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6296,60.4,45.247222,-122.77,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6297,96.6,35.136111,-92.71333299999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
6298,288.7,33.233056,-84.280556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,TAKEOFF,2
6299,222.5,47.166945,-122.016667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6300,1348.4,34.91,-112.53388899999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6301,175.3,36.399444,-79.128056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6302,22.2,40.33,-74.346666,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6303,1473.8,30.369166999999997,-104.017223,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6304,0.8,29.136944,-83.048333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6305,570.3,35.873056,-78.785555,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CLIMB,2
6306,666.9,29.8175,-95.670278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,0,0,VMC,APPROACH,2
6307,216.4,42.238054999999996,-83.53027800000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6308,10219.6,45.883333,-102.656111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PUBLIC AIRCRAFT,0,1,1,0,VMC,MANEUVERING,2
6309,47.3,32.223056,-87.613889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6310,1769.3,40.888333,-105.04166599999999,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,TAKEOFF,2
6311,12496.8,27.483333000000002,-80.2,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,CRUISE,2
6312,683.5,43.646111,-70.309167,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,DESCENT,2
6313,20.9,27.972778,-82.755278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6314,55.2,37.688889,-121.441666,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,LANDING,2
6315,0.0,28.794165999999997,-82.765,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6316,159.2,33.897777000000005,-117.60416699999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6317,40.1,27.9925,-82.019723,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
6318,260.8,41.1625,-82.20277800000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6319,12120.099999999999,34.276945,-83.833056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CRUISE,2
6320,618.4,40.203889000000004,-75.43,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
6321,11044.5,42.6875,-112.200833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CRUISE,2
6322,39.4,27.988333,-82.018334,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6323,501.1,47.35,-123.359444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
6324,7.1,29.08,-81.046666,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
6325,247.8,39.1575,-91.818334,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6326,398.8,32.215278000000005,-98.1775,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6327,179.3,34.686389,-81.641666,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6328,648.4,42.5625,-99.037777,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,2,VMC,LANDING,2
6329,505.9,32.908889,-85.957778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
6330,330.1,48.728611,-94.612222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6331,197.2,54.838333,-163.866667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,TAKEOFF,2
6332,653.8,30.061667,-95.553333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,APPROACH,2
6333,79.1,26.4075,-98.845833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6334,882.5,54.69583299999999,-123.931389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
6335,566.4,32.568056,-96.718056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
6336,869.7,34.698333,-84.01333299999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6337,37.1,27.943333000000003,-81.783333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6338,247.5,43.560278000000004,-89.482778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,LANDING,2
6339,273.3,46.920556,-96.815833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,POSITIONING,0,2,0,0,VMC,TAKEOFF,2
6340,248.9,39.830834,-86.294444,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,PERSONAL,0,0,0,2,VMC,LANDING,2
6341,142.8,36.247777,-120.2375,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6342,23.1,29.1725,-82.22416700000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6343,6.3,26.920278000000003,-81.990555,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6344,59.8,61.53805500000001,-149.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAXI,2
6345,238.3,29.533610999999997,-98.469723,NON-FATAL,SUBSTANTIAL,2,TURBO JET,EXECUTIVE/CORPORATE,0,0,0,2,VMC,TAXI,2
6346,322.1,45.509722,-91.980556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,IMC,CLIMB,2
6347,5.5,26.747777000000003,-81.049444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6348,738.9,47.653611,-118.16861100000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6349,158.2,33.571945,-86.051389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6350,179.6,47.906944,-122.27305600000001,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6351,938.5,31.7,-111.05,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,APPROACH,2
6352,94.6,36.898889000000004,-89.561667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAXI,2
6353,10931.4,38.576111,-121.259722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,2,VMC,CRUISE,2
6354,6.1,27.341944,-80.521945,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6355,207.5,41.707221999999994,-73.73777700000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6356,2648.3,36.32,-105.29416599999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6357,22.0,38.257778,-122.605556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,STANDING,2
6358,545.2,32.411111,-99.681667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,IMC,LANDING,2
6359,11165.199999999999,40.633333,-111.88333300000001,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,2,0,IMC,CRUISE,2
6360,429.8,44.865833,-91.484166,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,DESCENT,2
6361,287.3,38.650556,-78.700556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6362,579.4,61.602778,-149.575,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
6363,789.0,38.724167,-120.753056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
6364,1493.8,35.025556,-110.72638899999998,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6365,314.1,42.808611,-72.005,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,OTHER WORK USE,0,0,2,0,VMC,TAKEOFF,2
6366,12472.599999999999,43.1725,-70.798889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CRUISE,2
6367,85.5,30.871667,-96.62222299999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,IMC,TAXI,2
6368,12235.3,42.031110999999996,-91.529445,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,GO-AROUND,2
6369,7.4,59.243889,-135.52361100000002,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,POSITIONING,0,0,0,2,VMC,TAKEOFF,2
6370,20.7,48.595833,-122.993055,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,2,VMC,LANDING,2
6371,217.7,62.361943999999994,-151.07916699999998,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6372,12171.8,38.005556,-91.6075,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,GO-AROUND,2
6373,31.0,48.5975,-122.9975,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6374,675.4,29.108056,-96.398611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
6375,197.2,42.911111,-82.528889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6376,11924.699999999999,30.150833000000002,-99.31694499999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CRUISE,2
6377,38.7,29.69,-82.27166700000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6378,271.4,42.208333,-88.323334,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6379,2.5,32.897777000000005,-79.78277800000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6380,329.7,40.524445,-82.85,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6381,1414.1,63.844443999999996,-148.2875,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6382,963.1,36.196666,-81.633889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6383,98.1,38.586944,-77.711389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6384,771.4,43.581389,-116.525,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6385,45.7,45.428334,-122.942222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
6386,620.2,35.95,-78.116667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CLIMB,2
6387,453.4,45.618056,-116.468056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6388,2568.7,43.8,-109.53333300000001,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,LANDING,2
6389,235.1,41.719445,-86.001667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6390,1.6,25.647776999999998,-80.432778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6391,319.2,33.526945,-112.295277,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6392,9.5,60.763889,-151.889166,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6393,12472.599999999999,31.105278000000002,-87.072223,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CRUISE,2
6394,225.5,43.966667,-88.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
6395,12341.0,47.051667,-122.318056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,MANEUVERING,2
6396,12221.4,35.0,-82.18333299999999,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,MANEUVERING,2
6397,4.7,47.53,-122.30194399999999,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
6398,1436.4,38.999444,-119.752778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
